1005447, 14103
1005447, 13211
1005447, 9437
1005447, 13850
1005447, 9696
1005447, 9451
1005447, 12609
1005447, 11639
1005447, 9351
1005447, 12618
499114, 7555
499114, 11512
499114, 6190
499114, 7724
499114, 9400
499114, 6765
499114, 7828
499114, 9027
499114, 7262
499114, 9505
246003, 12746
246003, 5586
246003, 11948
246003, 7456
246003, 5248
246003, 19100
246003, 10345
246003, 6489
246003, 12207
246003, 13270
122659, 8021
122659, 8019
122659, 4815
122659, 6868
122659, 7077
122659, 4017
122659, 7569
122659, 6740
122659, 4470
122659, 5521
63060, 3868
63060, 3462
63060, 3641
63060, 3495
63060, 7174
63060, 1811
63060, 4423
63060, 3864
63060, 3532
63060, 4367
31569, 3090
31569, 2083
31569, 2130
31569, 2359
31569, 2243
31569, 2693
31569, 2679
31569, 2517
31569, 2748
31569, 1201
15868, 1543
15868, 1422
15868, 1422
15868, 1015
15868, 1537
15868, 1465
15868, 1469
15868, 1128
15868, 1568
15868, 1607
8044, 1385
8044, 1019
8044, 1856
8044, 1030
8044, 1004
8044, 973
8044, 1176
8044, 1547
8044, 954
8044, 836
4018, 518
4018, 502
4018, 498
4018, 968
4018, 495
4018, 514
4018, 762
4018, 549
4018, 517
4018, 378
2009, 281
2009, 303
2009, 227
2009, 663
2009, 420
2009, 231
2009, 231
2009, 317
2009, 313
2009, 438
1117, 598
1117, 198
1117, 191
1117, 186
1117, 237
1117, 219
1117, 217
1117, 228
1117, 227
1117, 255
